1398254383591;2525977119149550743;trending;6276126403228690469
1398254501961;2525977119149550743;personal;5351439191750376818
1398254614070;2525977119149550743;trending;5933264626392719800
1398254688259;2525977119149550743;trending;6063030352171613606
1398254828911;2525977119149550743;personal;6461245258586242894
1398254960024;2525977119149550743;personal;7624496935933730774
1398255097894;2525977119149550743;personal;8181538615004271611
1398255223448;2525977119149550743;personal;5454532750899620167
1398255420446;2525977119149550743;trending;5281227157246925133
1398255446642;2525977119149550743;personal;8902714962735839090
1398255783089;2525977119149550743;personal;8460667367499517913
1398255812316;2525977119149550743;personal;5099953737730286875
1398255857926;2525977119149550743;trending;6276126403228690469
1398255974246;2525977119149550743;personal;7939139409718473900
1398256101399;2525977119149550743;personal;5881671461869710043
1398256191481;2525977119149550743;personal;8495401750160284964
1398256218395;2525977119149550743;personal;9025832837774154087
1398258561128;2525977119149550743;personal;8163184268663259623
1398261275515;2525977119149550743;personal;9025832837774154087
1398261714446;2525977119149550743;personal;7026486504180368620
1398261811878;2525977119149550743;trending;7430463526258877718
1398262094740;2525977119149550743;personal;6674842977313838751
1398262186868;2525977119149550743;personal;6339108911519904187
1398262433268;2525977119149550743;personal;6783536363475265574
1398262750343;2525977119149550743;personal;7147125357796423617
1398263225659;2525977119149550743;trending;5304066693183013941
1398263505800;2525977119149550743;trending;8403505668048645101
1398263506294;2525977119149550743;trending;8403505668048645101
1398263506298;2525977119149550743;trending;8403505668048645101
1398263571487;2525977119149550743;trending;6611470688806240556
1398263941863;2525977119149550743;trending;5842003277654749439
1398264181175;2525977119149550743;personal;7605341446599082077
1398275754830;-7348028562232853896;trending;5178853614532593049
1398330489640;2525977119149550743;personal;5197889096414918610
1398330542646;2525977119149550743;personal;7201083728687183186
1398330632411;2525977119149550743;personal;8996848648761560745
1398349245133;2525977119149550743;personal;5679067410885680569
1398349277952;2525977119149550743;personal;5679067410885680569
1398349333595;2525977119149550743;personal;6056255493987003338
1398349383440;2525977119149550743;personal;5297862523206648110
1398349734229;2525977119149550743;trending;4915440950139042716
1398349962865;2525977119149550743;personal;7663670932664996773
1398350085654;2525977119149550743;personal;7316146027209726882
1398350089096;2525977119149550743;personal;7316146027209726882
1398350096470;2525977119149550743;personal;7162783876476955345
1398350341236;2525977119149550743;personal;5922649500758778596
1398350711124;2525977119149550743;personal;8305708452166435087
1398435563060;2525977119149550743;personal;7748819237425325679
1398435715008;2525977119149550743;personal;6641432823140375755
1398435844047;2525977119149550743;personal;4657914565299202169
1398435923375;2525977119149550743;trending;6170320514806663137
1398436020455;2525977119149550743;personal;4943324538640388235
1398436069370;2525977119149550743;personal;5990852704109874525
1398436097939;2525977119149550743;personal;4882275902970884503
1398436144996;2525977119149550743;personal;9163207881835437345
1398436224107;2525977119149550743;personal;4774292831165540494
1398436299805;2525977119149550743;personal;6702098644769307027
1398436357804;2525977119149550743;personal;5354955491425152562
1398436490764;2525977119149550743;personal;8208007397911104356
1398436583289;2525977119149550743;personal;4850662470896190261
1398436811931;2525977119149550743;personal;6633053751690247386
1398436894603;2525977119149550743;personal;7511310080720907622
1398437045794;2525977119149550743;personal;5170366828313842248
1398437138607;2525977119149550743;personal;5395283111354262693
1398437208189;2525977119149550743;personal;8635843109139935693
1398437254858;2525977119149550743;personal;7290010153689488781
1398437480166;2525977119149550743;personal;8637261006904813182
1398437611493;2525977119149550743;personal;7781206741785748216
1398437693569;2525977119149550743;personal;6353047384551587389
1398437774048;2525977119149550743;personal;4712060020290487347
1398437847667;2525977119149550743;personal;5646995871507748507
1398448244216;2525977119149550743;personal;5805568559024758394
1398448543825;2525977119149550743;trending;5439396086158759886
